game_date,home_team,visitor_team,home_pts,visitor_pts
2024-03-08,MIN,CLE,104.0,113.0
2024-03-08,ORL,NYK,74.0,98.0
2024-03-08,ATL,MEM,99.0,92.0
2024-03-08,MIA,OKC,100.0,107.0
2024-03-08,MIL,LAL,122.0,123.0
2024-03-08,HOU,POR,123.0,107.0
2024-03-09,CHI,LAC,102.0,112.0
2024-03-09,BKN,CHA,99.0,110.0
2024-03-09,DAL,DET,142.0,124.0
2024-03-09,BOS,PHX,117.0,107.0
2024-03-09,SAS,GSW,126.0,113.0
2024-03-09,UTA,DEN,121.0,142.0
2024-03-09,TOR,POR,118.0,128.0
2024-03-10,MIL,LAC,124.0,117.0
2024-03-10,NOP,ATL,116.0,103.0
2024-03-10,WAS,MIA,110.0,108.0
2024-03-10,PHI,NYK,79.0,73.0
2024-03-10,IND,ORL,111.0,97.0
2024-03-10,HOU,SAC,112.0,104.0
2024-03-10,BKN,CLE,120.0,101.0
2024-03-10,MEM,OKC,93.0,124.0
2024-03-10,MIN,LAL,109.0,120.0
2024-03-11,CHA,DET,97.0,114.0
2024-03-11,PHX,CLE,117.0,111.0
2024-03-11,DAL,CHI,127.0,92.0
2024-03-11,GSW,SAS,112.0,102.0
2024-03-11,TOR,DEN,119.0,125.0
2024-03-11,BOS,POR,121.0,99.0
2024-03-12,PHI,NYK,79.0,106.0
2024-03-12,WAS,MEM,97.0,109.0
2024-03-12,IND,OKC,121.0,111.0
2024-03-12,HOU,SAS,103.0,101.0
2024-03-12,BOS,UTA,123.0,107.0
2024-03-12,MIN,LAC,118.0,100.0
2024-03-12,MIL,SAC,94.0,129.0
2024-03-13,TOR,DET,104.0,113.0
2024-03-13,BKN,ORL,106.0,114.0
2024-03-13,CHI,IND,132.0,129.0
2024-03-13,DEN,MIA,100.0,88.0
2024-03-13,CHA,MEM,110.0,98.0
2024-03-13,CLE,NOP,116.0,95.0
2024-03-13,GSW,DAL,99.0,109.0
2024-03-13,ATL,POR,102.0,106.0
2024-03-13,LAL,SAC,107.0,120.0
2024-03-14,PHX,BOS,112.0,127.0
2024-03-14,LAC,CHI,126.0,111.0
2024-03-14,WAS,HOU,119.0,135.0
2024-03-14,PHI,MIL,105.0,114.0
2024-03-14,DAL,OKC,119.0,126.0
2024-03-14,NYK,POR,105.0,93.0
2024-03-15,PHX,CHA,107.0,96.0
2024-03-15,MIA,DET,108.0,95.0
2024-03-15,ORL,TOR,113.0,103.0
2024-03-15,LAC,NOP,104.0,112.0
2024-03-15,DEN,SAS,117.0,106.0
2024-03-15,ATL,UTA,122.0,124.0
2024-03-16,CLE,HOU,103.0,117.0
2024-03-16,BKN,IND,100.0,121.0
2024-03-16,CHA,PHI,98.0,109.0
2024-03-16,POR,NOP,107.0,126.0
2024-03-16,WAS,CHI,98.0,127.0
2024-03-16,OKC,MEM,118.0,112.0
2024-03-16,GSW,LAL,128.0,121.0
2024-03-16,MIN,UTA,119.0,100.0
2024-03-16,NYK,SAC,98.0,91.0
2024-03-17,PHX,MIL,129.0,140.0
2024-03-17,MIA,DET,104.0,101.0
2024-03-17,DEN,DAL,105.0,107.0
2024-03-17,TOR,ORL,96.0,111.0
2024-03-17,BOS,WAS,130.0,104.0
2024-03-17,BKN,SAS,115.0,122.0
2024-03-17,ATL,LAC,110.0,93.0
2024-03-18,CLE,IND,108.0,103.0
2024-03-18,DET,BOS,94.0,119.0
2024-03-18,MIA,PHI,91.0,98.0
2024-03-18,POR,CHI,107.0,110.0
2024-03-18,MIN,UTA,114.0,104.0
2024-03-18,NYK,GSW,119.0,112.0
2024-03-18,MEM,SAC,111.0,121.0
2024-03-18,ATL,LAL,105.0,136.0
2024-03-19,CHA,ORL,92.0,112.0
2024-03-19,HOU,WAS,137.0,114.0
2024-03-19,NOP,BKN,104.0,91.0
2024-03-19,DAL,SAS,113.0,107.0
2024-03-19,DEN,MIN,115.0,112.0
2024-03-20,MIA,CLE,107.0,104.0
2024-03-20,IND,DET,122.0,103.0
2024-03-20,MIL,BOS,119.0,122.0
2024-03-20,SAC,TOR,123.0,89.0
2024-03-20,UTA,OKC,107.0,119.0
2024-03-20,MEM,GSW,116.0,137.0
2024-03-20,PHI,PHX,102.0,115.0
2024-03-20,LAC,POR,116.0,103.0
2024-03-21,NOP,ORL,106.0,121.0
2024-03-21,SAC,WAS,102.0,109.0
2024-03-21,CHI,HOU,117.0,127.0
2024-03-21,BKN,MIL,108.0,115.0
2024-03-21,UTA,DAL,97.0,113.0
2024-03-21,NYK,DEN,100.0,113.0
2024-03-21,ATL,PHX,115.0,128.0
2024-03-22,BOS,DET,129.0,102.0
2024-03-22,OKC,TOR,123.0,103.0
2024-03-22,NOP,MIA,111.0,88.0
2024-03-22,CLE,MIN,91.0,104.0
2024-03-22,MEM,SAS,99.0,97.0
2024-03-22,IND,GSW,123.0,111.0
2024-03-22,LAC,POR,125.0,117.0
2024-03-22,PHI,LAL,94.0,101.0
2024-03-23,BKN,NYK,93.0,105.0
2024-03-23,SAC,ORL,109.0,107.0
2024-03-23,CHA,ATL,91.0,132.0
2024-03-23,TOR,WAS,109.0,112.0
2024-03-23,BOS,CHI,124.0,113.0
2024-03-23,UTA,HOU,119.0,147.0
2024-03-23,PHX,SAS,131.0,106.0
2024-03-23,DEN,POR,114.0,111.0
2024-03-24,NOP,DET,114.0,101.0
2024-03-24,PHI,LAC,121.0,107.0
2024-03-24,CLE,MIA,84.0,121.0
2024-03-24,OKC,MIL,93.0,118.0
2024-03-24,GSW,MIN,110.0,114.0
2024-03-24,IND,LAL,145.0,150.0
2024-03-25,CHA,CLE,92.0,115.0
2024-03-25,BOS,ATL,118.0,120.0
2024-03-25,DET,NYK,99.0,124.0
2024-03-25,BKN,TOR,96.0,88.0
2024-03-25,WAS,CHI,107.0,105.0
2024-03-25,POR,HOU,92.0,110.0
2024-03-25,PHX,SAS,102.0,104.0
2024-03-25,MEM,DEN,103.0,128.0
2024-03-25,DAL,UTA,115.0,105.0
2024-03-25,PHI,SAC,96.0,108.0
2024-03-25,IND,LAC,133.0,116.0
2024-03-26,GSW,MIA,113.0,92.0
2024-03-26,LAL,MIL,128.0,124.0
2024-03-26,OKC,NOP,119.0,112.0
2024-03-26,DAL,SAC,132.0,96.0
2024-03-27,CLE,CHA,111.0,118.0
2024-03-27,GSW,ORL,101.0,93.0
2024-03-27,BKN,WAS,122.0,119.0
2024-03-27,POR,ATL,106.0,120.0
2024-03-27,LAC,PHI,108.0,107.0
2024-03-27,NYK,TOR,145.0,101.0
2024-03-27,IND,CHI,99.0,125.0
2024-03-27,LAL,MEM,136.0,124.0
2024-03-27,DET,MIN,91.0,106.0
2024-03-27,HOU,OKC,132.0,126.0
2024-03-27,SAS,UTA,118.0,111.0
2024-03-27,PHX,DEN,104.0,97.0
2024-03-28,BOS,ATL,122.0,123.0
2024-03-28,MIL,NOP,100.0,107.0
2024-03-29,GSW,CHA,115.0,97.0
2024-03-29,LAL,IND,90.0,109.0
2024-03-29,LAC,ORL,100.0,97.0
2024-03-29,DET,WAS,96.0,87.0
2024-03-29,CHI,BKN,108.0,125.0
2024-03-29,PHI,CLE,114.0,117.0
2024-03-29,POR,MIA,82.0,142.0
2024-03-29,PHX,OKC,103.0,128.0
2024-03-29,NYK,SAS,126.0,130.0
2024-03-29,MIN,DEN,111.0,98.0
2024-03-29,HOU,UTA,101.0,100.0
2024-03-29,DAL,SAC,107.0,103.0
2024-03-30,BOS,NOP,104.0,92.0
2024-03-30,MEM,ORL,88.0,118.0
2024-03-30,MIL,ATL,122.0,113.0
2024-03-31,CLE,DEN,101.0,130.0
2024-03-31,LAL,BKN,116.0,104.0
2024-03-31,LAC,CHA,130.0,118.0
2024-03-31,PHI,TOR,135.0,120.0
2024-03-31,MIA,WAS,119.0,107.0
2024-03-31,OKC,NYK,113.0,112.0
2024-03-31,DAL,HOU,125.0,107.0
2024-03-31,CHI,MIN,109.0,101.0
2024-03-31,GSW,SAS,117.0,113.0
2024-03-31,UTA,SAC,106.0,127.0
2024-04-01,BOS,CHA,118.0,104.0
2024-04-01,MEM,DET,110.0,108.0
2024-04-01,BKN,IND,111.0,133.0
2024-04-01,POR,ORL,103.0,104.0
2024-04-01,ATL,CHI,113.0,101.0
2024-04-01,PHX,NOP,124.0,111.0
2024-04-02,OKC,PHI,105.0,109.0
2024-04-02,LAL,TOR,128.0,111.0
2024-04-02,MIL,WAS,113.0,117.0
2024-04-02,NYK,MIA,99.0,109.0
2024-04-05,GSW,DAL,106.0,108.0
2024-04-02,HOU,MIN,106.0,113.0
2024-04-02,SAS,DEN,105.0,110.0
2024-04-02,CLE,UTA,129.0,113.0
2024-04-02,LAC,SAC,95.0,109.0
2024-04-03,POR,CHA,89.0,86.0
2024-04-03,LAL,WAS,125.0,120.0
2024-04-03,DET,ATL,113.0,121.0
2024-04-03,OKC,BOS,100.0,135.0
2024-04-03,IND,BKN,111.0,115.0
2024-04-03,MEM,MIL,111.0,101.0
2024-04-03,TOR,MIN,85.0,133.0
2024-04-03,ORL,NOP,117.0,108.0
2024-04-03,CLE,PHX,101.0,122.0
2024-04-04,PHI,MIA,109.0,105.0
2024-04-04,SAC,NYK,109.0,120.0
2024-04-04,GSW,HOU,133.0,110.0
2024-04-04,DEN,LAC,100.0,102.0
2024-04-05,ORL,CHA,115.0,124.0
2024-04-05,OKC,IND,112.0,126.0
2024-04-05,POR,WAS,108.0,102.0
2024-04-05,SAC,BOS,100.0,101.0
2024-04-05,NYK,CHI,100.0,108.0
2024-04-05,MIA,HOU,119.0,104.0
2024-04-05,DET,MEM,90.0,108.0
2024-04-05,TOR,MIL,117.0,111.0
2024-04-05,SAS,NOP,111.0,109.0
2024-04-04,ATL,DAL,95.0,109.0
2024-04-05,MIN,PHX,87.0,97.0
2024-04-05,UTA,LAC,102.0,131.0
2024-04-06,CLE,LAL,97.0,116.0
2024-04-06,DET,BKN,103.0,113.0
2024-04-06,PHI,MEM,116.0,96.0
2024-04-06,ATL,DEN,110.0,142.0
2024-04-07,HOU,DAL,136.0,147.0
2024-04-07,CLE,LAC,118.0,120.0
2024-04-07,MIA,IND,115.0,117.0
2024-04-07,POR,BOS,107.0,124.0
2024-04-07,OKC,CHA,121.0,118.0
2024-04-07,CHI,ORL,98.0,113.0
2024-04-07,WAS,TOR,122.0,130.0
2024-04-07,NOP,PHX,113.0,105.0
2024-04-07,NYK,MIL,122.0,109.0
2024-04-07,PHI,SAS,133.0,126.0
2024-04-07,SAC,BKN,107.0,77.0
2024-04-07,UTA,GSW,110.0,118.0
2024-04-07,MIN,LAL,127.0,117.0
2024-04-09,DAL,CHA,130.0,104.0
2024-04-09,DET,PHI,102.0,120.0
2024-04-09,IND,TOR,140.0,123.0
2024-04-09,MIA,ATL,117.0,111.0
2024-04-09,BOS,MIL,91.0,104.0
2024-04-09,NYK,CHI,128.0,117.0
2024-04-09,ORL,HOU,106.0,118.0
2024-04-09,SAS,MEM,102.0,87.0
2024-04-09,WAS,MIN,121.0,130.0
2024-04-09,SAC,OKC,105.0,112.0
2024-04-09,DEN,UTA,111.0,95.0
2024-04-09,GSW,LAL,134.0,120.0
2024-04-09,LAC,PHX,105.0,92.0
2024-04-09,NOP,POR,110.0,100.0
2024-04-10,MEM,CLE,98.0,110.0
2024-04-10,CHA,ATL,115.0,114.0
2024-04-10,TOR,BKN,102.0,106.0
2024-04-10,DAL,MIA,111.0,92.0
2024-04-10,ORL,MIL,99.0,117.0
2024-04-10,SAS,OKC,89.0,127.0
2024-04-10,MIN,DEN,107.0,116.0
2024-04-10,PHX,LAC,124.0,108.0
2024-04-11,CHI,DET,127.0,105.0
2024-04-11,NYK,BOS,118.0,109.0
2024-04-11,HOU,UTA,121.0,124.0
2024-04-11,GSW,POR,100.0,92.0
2024-04-11,NOP,SAC,135.0,123.0
2024-04-12,ORL,PHI,113.0,125.0
2024-04-12,CHI,WAS,129.0,127.0
2024-04-12,CHA,BOS,98.0,131.0
2024-04-12,IND,CLE,120.0,129.0
2024-04-12,BKN,NYK,107.0,111.0
2024-04-12,TOR,MIA,103.0,125.0
2024-04-12,LAL,MEM,123.0,120.0
2024-04-12,ATL,MIN,106.0,109.0
2024-04-12,MIL,OKC,107.0,125.0
2024-04-12,DEN,SAS,120.0,121.0
2024-04-12,DET,DAL,107.0,89.0
2024-04-12,NOP,GSW,114.0,109.0
2024-04-12,HOU,POR,116.0,107.0
2024-04-12,UTA,LAC,110.0,109.0
2024-04-12,PHX,SAC,108.0,107.0
2024-04-14,WAS,BOS,122.0,132.0
2024-04-14,CHA,CLE,120.0,110.0
2024-04-14,ATL,IND,115.0,157.0
2024-04-14,TOR,MIA,103.0,118.0
2024-04-14,CHI,NYK,119.0,120.0
2024-04-14,MIL,ORL,88.0,113.0
2024-04-14,BKN,PHI,86.0,107.0
2024-04-14,DEN,MEM,126.0,111.0
2024-04-14,PHX,MIN,125.0,106.0
2024-04-14,LAL,NOP,124.0,108.0
2024-04-14,DAL,OKC,86.0,135.0
2024-04-14,DET,SAS,95.0,123.0
2024-04-14,UTA,GSW,116.0,123.0
2024-04-14,HOU,LAC,116.0,105.0
2024-04-14,POR,SAC,82.0,121.0
2023-12-05,NYK,MIL,122.0,146.0
2023-12-04,BOS,IND,112.0,122.0
2023-12-05,PHX,LAL,103.0,106.0
2023-12-04,NOP,SAC,127.0,117.0
2023-12-06,ORL,CLE,111.0,121.0
2023-12-06,MEM,DET,116.0,102.0
2023-12-06,MIA,TOR,112.0,103.0
2023-12-06,PHI,WAS,131.0,126.0
2023-12-06,BKN,ATL,114.0,113.0
2023-12-06,SAS,MIN,94.0,102.0
2023-12-06,CHA,CHI,100.0,111.0
2023-12-06,OKC,HOU,101.0,110.0
2023-12-06,UTA,DAL,97.0,147.0
2023-12-06,POR,GSW,106.0,110.0
2023-12-06,DEN,LAC,102.0,111.0
2023-12-08,TOR,CHA,116.0,119.0
2023-12-08,DET,ORL,91.0,123.0
2023-12-08,ATL,PHI,114.0,125.0
2023-12-08,WAS,BKN,97.0,124.0
2023-12-08,CLE,MIA,111.0,99.0
2023-12-08,MIN,MEM,127.0,103.0
2023-12-08,GSW,OKC,136.0,138.0
2023-12-08,CHI,SAS,121.0,112.0
2023-12-08,HOU,DEN,114.0,106.0
2023-12-08,LAC,UTA,117.0,103.0
2023-12-08,DAL,POR,125.0,112.0
2023-12-08,NYK,BOS,123.0,133.0
2023-12-08,SAC,PHX,114.0,106.0
2023-12-07,IND,MIL,128.0,119.0
2023-12-07,NOP,LAL,89.0,133.0
