team_abbreviation,game_date,wl,min,pts,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,over_100
ATL,2023-12-23,L,239,119,45,96,0.469,13,43,0.302,16,20,0.8,S
POR,2023-12-23,L,242,106,38,84,0.452,13,35,0.371,17,25,0.68,S
HOU,2023-12-23,W,238,106,35,82,0.427,9,29,0.31,27,35,0.771,S
MIL,2023-12-23,W,239,130,48,91,0.527,16,32,0.5,18,23,0.783,S
IND,2023-12-23,L,239,110,43,82,0.524,15,34,0.441,9,13,0.692,S
BOS,2023-12-23,W,241,145,49,94,0.521,25,53,0.472,22,28,0.786,S
MIN,2023-12-23,W,241,110,44,87,0.506,10,33,0.303,12,14,0.857,S
BKN,2023-12-23,W,240,126,45,86,0.523,10,24,0.417,26,32,0.813,S
MEM,2023-12-23,W,239,125,50,97,0.515,11,33,0.333,14,22,0.636,S
CHI,2023-12-23,L,240,95,35,80,0.438,8,35,0.229,17,19,0.895,N
BKN,2023-12-22,L,239,117,43,89,0.483,13,33,0.394,18,26,0.692,S
PHX,2023-12-22,L,240,105,39,88,0.443,5,25,0.2,22,28,0.786,S
MIA,2023-12-22,W,240,122,40,86,0.465,17,39,0.436,25,30,0.833,S
HOU,2023-12-22,W,243,122,46,95,0.484,11,38,0.289,19,23,0.826,S
GSW,2023-12-22,W,240,129,47,97,0.485,18,45,0.4,17,20,0.85,S
PHI,2023-12-22,W,241,121,44,83,0.53,14,31,0.452,19,21,0.905,S
TOR,2023-12-22,L,240,111,39,87,0.448,9,33,0.273,24,28,0.857,S
DAL,2023-12-22,L,240,96,35,101,0.347,7,40,0.175,19,26,0.731,N
ATL,2023-12-22,L,240,113,42,96,0.438,19,54,0.352,10,14,0.714,S
WAS,2023-12-22,L,240,118,44,97,0.454,11,35,0.314,19,24,0.792,S
SAC,2023-12-22,W,237,120,44,83,0.53,12,38,0.316,20,26,0.769,S
DEN,2023-12-22,W,240,122,45,87,0.517,11,26,0.423,21,25,0.84,S
POR,2023-12-21,L,241,117,43,95,0.453,14,30,0.467,17,23,0.739,S
ORL,2023-12-21,L,241,114,45,99,0.455,8,33,0.242,16,23,0.696,S
NOP,2023-12-21,W,240,123,47,86,0.547,15,35,0.429,14,16,0.875,S
CLE,2023-12-21,L,239,104,41,87,0.471,17,44,0.386,5,8,0.625,S
CHI,2023-12-21,W,239,114,49,90,0.544,7,28,0.25,9,11,0.818,S
OKC,2023-12-21,W,240,134,51,87,0.586,16,34,0.471,16,18,0.889,S
MIN,2023-12-21,W,239,118,42,87,0.483,14,36,0.389,20,25,0.8,S
MIL,2023-12-21,W,239,118,38,90,0.422,11,37,0.297,31,35,0.886,S
IND,2023-12-21,L,241,103,38,90,0.422,18,52,0.346,9,11,0.818,S
LAC,2023-12-21,L,241,115,44,93,0.473,17,43,0.395,10,12,0.833,S
LAL,2023-12-21,L,240,111,41,83,0.494,10,24,0.417,19,24,0.792,S
DET,2023-12-21,L,241,111,43,86,0.5,9,31,0.29,16,19,0.842,S
UTA,2023-12-21,W,240,119,43,94,0.457,11,30,0.367,22,24,0.917,S
SAS,2023-12-21,L,240,95,37,81,0.457,10,30,0.333,11,16,0.688,N
MEM,2023-12-21,W,240,116,43,84,0.512,16,35,0.457,14,21,0.667,S
WAS,2023-12-21,W,240,118,42,84,0.5,12,30,0.4,22,32,0.688,S
MIA,2023-12-20,W,241,115,40,83,0.482,15,29,0.517,20,24,0.833,S
LAC,2023-12-20,W,239,120,43,77,0.558,11,31,0.355,23,25,0.92,S
DAL,2023-12-20,L,241,111,39,91,0.429,14,43,0.326,19,27,0.704,S
CLE,2023-12-20,W,241,124,45,96,0.469,23,51,0.451,11,16,0.688,S
HOU,2023-12-20,L,240,127,44,89,0.494,16,34,0.471,23,23,1.0,S
ORL,2023-12-20,L,239,106,41,89,0.461,9,36,0.25,15,19,0.789,S
ATL,2023-12-20,W,240,134,47,91,0.516,17,40,0.425,23,28,0.821,S
DEN,2023-12-20,W,241,113,49,98,0.5,12,33,0.364,3,7,0.429,S
UTA,2023-12-20,L,241,116,40,78,0.513,13,30,0.433,23,28,0.821,S
BOS,2023-12-20,W,239,144,51,92,0.554,22,42,0.524,20,24,0.833,S
CHI,2023-12-20,W,240,124,48,88,0.545,18,34,0.529,10,11,0.909,S
PHI,2023-12-20,W,240,127,45,84,0.536,8,22,0.364,29,32,0.906,S
SAC,2023-12-20,L,239,119,43,91,0.473,21,44,0.477,12,23,0.522,S
BKN,2023-12-20,L,242,102,37,101,0.366,15,47,0.319,13,17,0.765,S
TOR,2023-12-20,L,241,104,43,90,0.478,9,27,0.333,9,13,0.692,S
CHA,2023-12-20,L,241,113,45,95,0.474,8,31,0.258,15,19,0.789,S
MIN,2023-12-20,L,240,113,42,82,0.512,9,25,0.36,20,24,0.833,S
IND,2023-12-20,W,239,144,49,80,0.613,18,39,0.462,28,30,0.933,S
NYK,2023-12-20,W,239,121,44,95,0.463,13,33,0.394,20,25,0.8,S
LAL,2023-12-20,L,240,108,42,94,0.447,12,37,0.324,12,15,0.8,S
SAS,2023-12-19,L,241,119,46,96,0.479,9,30,0.3,18,21,0.857,S
PHX,2023-12-19,L,240,104,42,94,0.447,5,23,0.217,15,21,0.714,S
MIL,2023-12-19,W,240,132,50,106,0.472,18,49,0.367,14,18,0.778,S
NOP,2023-12-19,L,238,113,40,85,0.471,11,25,0.44,22,24,0.917,S
BOS,2023-12-19,L,264,126,47,114,0.412,17,58,0.293,15,17,0.882,S
MEM,2023-12-19,W,242,115,41,82,0.5,10,31,0.323,23,29,0.793,S
POR,2023-12-19,W,241,109,39,87,0.448,14,28,0.5,17,19,0.895,S
GSW,2023-12-19,W,266,132,50,109,0.459,20,50,0.4,12,14,0.857,S
MIN,2023-12-18,W,240,112,42,85,0.494,11,29,0.379,17,19,0.895,S
TOR,2023-12-18,W,240,114,44,86,0.512,8,29,0.276,18,22,0.818,S
DAL,2023-12-18,L,240,104,41,92,0.446,13,38,0.342,9,19,0.474,S
ATL,2023-12-18,W,240,130,46,85,0.541,16,36,0.444,22,27,0.815,S
CHI,2023-12-18,W,240,108,42,89,0.472,12,29,0.414,12,15,0.8,S
SAC,2023-12-18,W,242,143,53,100,0.53,17,43,0.395,20,26,0.769,S
DET,2023-12-18,L,239,124,48,94,0.511,9,22,0.409,19,27,0.704,S
DEN,2023-12-18,W,240,130,49,87,0.563,14,26,0.538,18,22,0.818,S
LAL,2023-12-18,L,240,109,42,99,0.424,13,41,0.317,12,13,0.923,S
MIA,2023-12-18,L,239,108,41,87,0.471,11,30,0.367,15,18,0.833,S
MEM,2023-12-18,L,240,97,30,85,0.353,19,54,0.352,18,21,0.857,N
BKN,2023-12-18,L,239,108,39,90,0.433,16,39,0.41,14,20,0.7,S
IND,2023-12-18,L,239,127,49,95,0.516,12,33,0.364,17,21,0.81,S
WAS,2023-12-18,L,241,131,44,85,0.518,18,38,0.474,25,30,0.833,S
HOU,2023-12-18,L,265,130,47,102,0.461,12,33,0.364,24,27,0.889,S
OKC,2023-12-18,W,238,116,42,92,0.457,11,36,0.306,21,23,0.913,S
LAC,2023-12-18,W,239,151,56,98,0.571,19,38,0.5,20,23,0.87,S
NYK,2023-12-18,W,239,114,42,88,0.477,10,30,0.333,20,23,0.87,S
UTA,2023-12-18,W,240,125,45,91,0.495,14,34,0.412,21,24,0.875,S
PHI,2023-12-18,L,241,104,38,88,0.432,11,32,0.344,17,19,0.895,S
CLE,2023-12-18,W,265,135,47,97,0.485,19,48,0.396,22,34,0.647,S
CHA,2023-12-18,L,240,99,39,89,0.438,8,32,0.25,13,13,1.0,N
ORL,2023-12-17,L,240,97,34,89,0.382,11,36,0.306,18,24,0.75,N
HOU,2023-12-17,L,241,119,45,85,0.529,11,27,0.407,18,21,0.857,S
POR,2023-12-17,L,241,114,40,85,0.471,13,35,0.371,21,23,0.913,S
WAS,2023-12-17,L,239,108,39,95,0.411,14,46,0.304,16,20,0.8,S
MIL,2023-12-17,W,238,128,45,90,0.5,13,36,0.361,25,32,0.781,S
NOP,2023-12-17,W,240,146,55,98,0.561,22,42,0.524,14,22,0.636,S
GSW,2023-12-17,W,240,118,46,87,0.529,13,38,0.342,13,19,0.684,S
SAS,2023-12-17,L,241,110,40,94,0.426,15,42,0.357,15,21,0.714,S
PHX,2023-12-17,W,238,112,41,90,0.456,7,31,0.226,23,30,0.767,S
BOS,2023-12-17,W,239,114,45,95,0.474,17,36,0.472,7,8,0.875,S
POR,2023-12-16,L,239,120,47,94,0.5,7,32,0.219,19,22,0.864,S
MIA,2023-12-16,W,240,118,43,83,0.518,13,35,0.371,19,25,0.76,S
CLE,2023-12-16,W,240,127,49,101,0.485,16,42,0.381,13,15,0.867,S
MIL,2023-12-16,W,240,146,50,88,0.568,19,42,0.452,27,32,0.844,S
DEN,2023-12-16,L,239,117,42,93,0.452,12,32,0.375,21,24,0.875,S
CHI,2023-12-16,L,240,116,37,77,0.481,16,38,0.421,26,29,0.897,S
GSW,2023-12-16,W,241,124,44,91,0.484,17,32,0.531,19,20,0.95,S
UTA,2023-12-16,L,238,104,38,86,0.442,12,37,0.324,16,21,0.762,S
MIN,2023-12-16,W,239,127,48,86,0.558,18,30,0.6,13,16,0.813,S
PHI,2023-12-16,W,240,135,53,88,0.602,14,31,0.452,15,17,0.882,S
OKC,2023-12-16,W,240,118,43,84,0.512,7,21,0.333,25,30,0.833,S
DAL,2023-12-16,W,240,131,48,97,0.495,16,47,0.34,19,21,0.905,S
CHA,2023-12-16,L,239,82,33,91,0.363,7,35,0.2,9,11,0.818,N
DET,2023-12-16,L,240,114,43,96,0.448,6,28,0.214,22,26,0.846,S
BKN,2023-12-16,L,241,120,45,93,0.484,17,43,0.395,13,15,0.867,S
NYK,2023-12-16,L,240,122,44,94,0.468,11,35,0.314,23,26,0.885,S
SAC,2023-12-16,W,240,125,46,85,0.541,22,45,0.489,11,15,0.733,S
ATL,2023-12-16,L,239,119,41,85,0.482,15,36,0.417,22,25,0.88,S
LAC,2023-12-16,W,240,144,50,88,0.568,16,33,0.485,28,34,0.824,S
IND,2023-12-16,L,239,109,45,90,0.5,6,21,0.286,13,16,0.813,S
HOU,2023-12-15,W,239,103,32,88,0.364,11,29,0.379,28,32,0.875,S
PHI,2023-12-15,W,241,124,41,98,0.418,14,37,0.378,28,31,0.903,S
SAS,2023-12-15,W,241,129,47,95,0.495,18,42,0.429,17,19,0.895,S
ATL,2023-12-15,W,239,125,52,101,0.515,16,41,0.39,5,6,0.833,S
TOR,2023-12-15,L,240,104,40,77,0.519,10,31,0.323,14,25,0.56,S
CHA,2023-12-15,L,240,107,41,92,0.446,9,31,0.29,16,21,0.762,S
PHX,2023-12-15,L,242,122,47,90,0.522,11,28,0.393,17,21,0.81,S
BOS,2023-12-15,W,240,128,48,92,0.522,18,42,0.429,14,20,0.7,S
WAS,2023-12-15,W,240,137,52,92,0.565,13,27,0.481,20,26,0.769,S
NOP,2023-12-15,W,240,112,38,80,0.475,9,27,0.333,27,32,0.844,S
IND,2023-12-15,L,240,123,48,107,0.449,15,40,0.375,12,16,0.75,S
LAL,2023-12-15,L,239,115,43,89,0.483,11,36,0.306,18,28,0.643,S
DET,2023-12-15,L,240,92,35,81,0.432,4,21,0.19,18,23,0.783,N
ORL,2023-12-15,L,238,111,42,87,0.483,14,35,0.4,13,18,0.722,S
NYK,2023-12-15,W,238,139,49,82,0.598,17,29,0.586,24,28,0.857,S
MEM,2023-12-15,L,240,96,37,92,0.402,11,40,0.275,11,15,0.733,N
MIA,2023-12-14,L,240,116,37,80,0.463,15,34,0.441,27,35,0.771,S
DAL,2023-12-14,L,240,101,39,83,0.47,7,32,0.219,16,18,0.889,S
BOS,2023-12-14,W,240,116,43,85,0.506,13,36,0.361,17,20,0.85,S
SAC,2023-12-14,W,240,128,47,95,0.495,18,45,0.4,16,21,0.762,S
DEN,2023-12-14,W,238,124,47,99,0.475,12,36,0.333,18,21,0.857,S
CLE,2023-12-14,L,240,107,40,83,0.482,11,33,0.333,16,17,0.941,S
CHI,2023-12-14,W,240,124,45,93,0.484,14,36,0.389,20,30,0.667,S
GSW,2023-12-14,L,241,113,40,92,0.435,16,45,0.356,17,19,0.895,S
MIN,2023-12-14,W,241,119,44,88,0.5,14,31,0.452,17,25,0.68,S
POR,2023-12-14,L,240,114,43,103,0.417,16,45,0.356,12,18,0.667,S
LAC,2023-12-14,W,238,121,41,81,0.506,13,32,0.406,26,30,0.867,S
UTA,2023-12-14,W,239,122,49,92,0.533,11,33,0.333,13,14,0.929,S
BKN,2023-12-14,L,240,101,39,95,0.411,8,30,0.267,15,20,0.75,S
OKC,2023-12-14,L,240,123,44,102,0.431,11,36,0.306,24,27,0.889,S
UTA,2023-12-13,W,240,117,43,98,0.439,16,42,0.381,15,21,0.714,S
BKN,2023-12-13,W,239,116,41,89,0.461,15,41,0.366,19,24,0.792,S
PHI,2023-12-13,W,239,129,45,87,0.517,11,30,0.367,28,34,0.824,S
MIA,2023-12-13,W,239,115,41,86,0.477,15,30,0.5,18,19,0.947,S
DET,2023-12-13,L,239,111,39,88,0.443,10,33,0.303,23,30,0.767,S
MEM,2023-12-13,L,240,104,35,82,0.427,10,38,0.263,24,34,0.706,S
CHA,2023-12-13,L,240,104,41,77,0.532,12,31,0.387,10,11,0.909,S
SAS,2023-12-13,L,239,119,45,96,0.469,16,37,0.432,13,18,0.722,S
IND,2023-12-13,L,241,126,45,100,0.45,11,36,0.306,25,32,0.781,S
PHX,2023-12-13,L,240,112,40,84,0.476,9,28,0.321,23,27,0.852,S
TOR,2023-12-13,W,240,135,50,87,0.575,18,34,0.529,17,24,0.708,S
ATL,2023-12-13,L,240,128,48,100,0.48,18,41,0.439,14,19,0.737,S
NOP,2023-12-13,W,241,142,50,96,0.521,16,34,0.471,26,30,0.867,S
MIL,2023-12-13,W,240,140,48,89,0.539,7,27,0.259,37,48,0.771,S
NYK,2023-12-13,L,239,113,41,94,0.436,9,39,0.231,22,32,0.688,S
WAS,2023-12-13,L,241,122,42,82,0.512,19,44,0.432,19,24,0.792,S
LAL,2023-12-13,W,239,122,49,91,0.538,14,35,0.4,10,17,0.588,S
HOU,2023-12-13,W,238,117,39,86,0.453,12,32,0.375,27,37,0.73,S
LAC,2023-12-12,W,240,119,44,84,0.524,11,29,0.379,20,21,0.952,S
DEN,2023-12-12,W,242,114,39,83,0.47,14,30,0.467,22,32,0.688,S
GSW,2023-12-12,L,241,116,41,92,0.446,16,46,0.348,18,27,0.667,S
DAL,2023-12-12,W,239,127,44,89,0.494,21,43,0.488,18,21,0.857,S
SAC,2023-12-12,L,241,99,36,86,0.419,10,37,0.27,17,24,0.708,N
LAL,2023-12-12,L,241,125,49,91,0.538,15,29,0.517,12,18,0.667,S
CLE,2023-12-12,L,241,113,44,92,0.478,19,45,0.422,6,9,0.667,S
CHI,2023-12-12,L,241,106,36,86,0.419,13,40,0.325,21,23,0.913,S
PHX,2023-12-12,W,240,119,38,84,0.452,14,39,0.359,29,34,0.853,S
BOS,2023-12-12,W,241,120,38,84,0.452,18,44,0.409,26,26,1.0,S
NYK,2023-12-11,W,240,136,52,86,0.605,17,29,0.586,15,23,0.652,S
PHI,2023-12-11,W,241,146,52,95,0.547,20,46,0.435,22,25,0.88,S
WAS,2023-12-11,L,239,101,36,85,0.424,9,31,0.29,20,31,0.645,S
SAC,2023-12-11,W,241,131,48,94,0.511,25,45,0.556,10,14,0.714,S
MIN,2023-12-11,L,240,107,40,91,0.44,13,36,0.361,14,19,0.737,S
BKN,2023-12-11,L,241,118,42,88,0.477,14,29,0.483,20,21,0.952,S
DET,2023-12-11,L,240,123,45,81,0.556,10,29,0.345,23,30,0.767,S
MIL,2023-12-11,W,266,133,44,86,0.512,15,37,0.405,30,37,0.811,S
NOP,2023-12-11,W,240,121,40,82,0.488,10,27,0.37,31,40,0.775,S
TOR,2023-12-11,L,240,130,47,96,0.49,14,39,0.359,22,30,0.733,S
MIA,2023-12-11,W,239,116,37,77,0.481,15,35,0.429,27,34,0.794,S
LAC,2023-12-11,W,239,132,49,89,0.551,13,34,0.382,21,22,0.955,S
SAS,2023-12-11,L,240,82,31,87,0.356,5,41,0.122,15,22,0.682,N
CHI,2023-12-11,L,264,129,47,114,0.412,15,34,0.441,20,25,0.8,S
IND,2023-12-11,W,240,131,52,92,0.565,13,31,0.419,14,19,0.737,S
OKC,2023-12-11,W,241,134,50,96,0.521,18,38,0.474,16,17,0.941,S
POR,2023-12-11,L,241,127,43,90,0.478,19,40,0.475,22,26,0.846,S
CHA,2023-12-11,L,240,114,40,84,0.476,17,41,0.415,17,22,0.773,S
MEM,2023-12-11,L,241,113,41,89,0.461,18,44,0.409,13,16,0.813,S
DAL,2023-12-11,W,239,120,43,86,0.5,17,40,0.425,17,19,0.895,S
UTA,2023-12-11,L,240,120,44,92,0.478,12,38,0.316,20,21,0.952,S
DEN,2023-12-11,W,240,129,47,88,0.534,12,29,0.414,23,29,0.793,S
HOU,2023-12-11,W,239,93,32,93,0.344,12,39,0.308,17,20,0.85,N
CLE,2023-12-11,L,240,94,30,85,0.353,9,40,0.225,25,33,0.758,N
ORL,2023-12-11,W,240,104,39,84,0.464,7,26,0.269,19,25,0.76,S
ATL,2023-12-11,L,240,122,44,96,0.458,17,44,0.386,17,18,0.944,S
ORL,2023-12-08,W,240,123,49,89,0.551,10,26,0.385,15,19,0.789,S
TOR,2023-12-08,L,239,116,47,93,0.505,6,32,0.188,16,21,0.762,S
NYK,2023-12-08,L,240,123,44,88,0.5,15,37,0.405,20,27,0.741,S
DET,2023-12-08,L,241,91,34,81,0.42,6,30,0.2,17,24,0.708,N
BOS,2023-12-08,W,240,133,48,91,0.527,19,47,0.404,18,21,0.857,S
PHX,2023-12-08,L,241,106,40,83,0.482,11,32,0.344,15,23,0.652,S
CHI,2023-12-08,W,240,121,47,102,0.461,13,28,0.464,14,24,0.583,S
DAL,2023-12-08,W,240,125,47,91,0.516,12,39,0.308,19,22,0.864,S
POR,2023-12-08,L,240,112,39,105,0.371,18,53,0.34,16,18,0.889,S
DEN,2023-12-08,L,240,106,38,90,0.422,10,28,0.357,20,27,0.741,S
UTA,2023-12-08,L,240,103,38,84,0.452,9,31,0.29,18,24,0.75,S
MEM,2023-12-08,L,240,103,37,86,0.43,15,35,0.429,14,19,0.737,S
WAS,2023-12-08,L,241,97,38,91,0.418,6,33,0.182,15,21,0.714,N
HOU,2023-12-08,W,240,114,35,82,0.427,13,39,0.333,31,42,0.738,S
OKC,2023-12-08,W,265,138,51,98,0.52,5,29,0.172,31,36,0.861,S
SAC,2023-12-08,W,240,114,42,92,0.457,14,39,0.359,16,20,0.8,S
LAC,2023-12-08,W,240,117,43,88,0.489,15,34,0.441,16,21,0.762,S
PHI,2023-12-08,W,241,125,42,87,0.483,11,30,0.367,30,37,0.811,S
CLE,2023-12-08,W,240,111,40,87,0.46,14,38,0.368,17,26,0.654,S
MIN,2023-12-08,W,239,127,44,88,0.5,15,38,0.395,24,26,0.923,S
CHA,2023-12-08,W,240,119,44,79,0.557,13,25,0.52,18,20,0.9,S
MIA,2023-12-08,L,239,99,37,86,0.43,15,42,0.357,10,15,0.667,N
BKN,2023-12-08,W,239,124,50,104,0.481,10,33,0.303,14,18,0.778,S
SAS,2023-12-08,L,240,112,39,83,0.47,17,42,0.405,17,20,0.85,S
ATL,2023-12-08,L,241,114,41,104,0.394,13,39,0.333,19,21,0.905,S
GSW,2023-12-08,L,266,136,49,104,0.471,19,48,0.396,19,23,0.826,S
IND,2023-12-07,W,240,128,50,102,0.49,7,33,0.212,21,25,0.84,S
MIL,2023-12-07,L,240,119,43,96,0.448,12,33,0.364,21,28,0.75,S
LAL,2023-12-07,W,238,133,47,86,0.547,17,35,0.486,22,29,0.759,S
NOP,2023-12-07,L,238,89,34,95,0.358,7,31,0.226,14,20,0.7,N
DET,2023-12-06,L,240,102,41,91,0.451,11,35,0.314,9,9,1.0,S
OKC,2023-12-06,L,241,101,37,87,0.425,8,29,0.276,19,24,0.792,S
UTA,2023-12-06,L,240,97,35,87,0.402,12,33,0.364,15,18,0.833,N
PHI,2023-12-06,W,240,131,47,92,0.511,8,27,0.296,29,34,0.853,S
ATL,2023-12-06,L,240,113,42,94,0.447,12,35,0.343,17,18,0.944,S
GSW,2023-12-06,W,239,110,36,86,0.419,10,34,0.294,28,33,0.848,S
MIN,2023-12-06,W,240,102,36,87,0.414,12,40,0.3,18,21,0.857,S
CHI,2023-12-06,W,241,111,38,90,0.422,12,25,0.48,23,29,0.793,S
CHA,2023-12-06,L,241,100,39,90,0.433,10,37,0.27,12,12,1.0,N
MIA,2023-12-06,W,239,112,41,89,0.461,14,38,0.368,16,19,0.842,S
POR,2023-12-06,L,241,106,39,95,0.411,16,46,0.348,12,16,0.75,S
DAL,2023-12-06,W,241,147,56,101,0.554,22,49,0.449,13,19,0.684,S
BKN,2023-12-06,W,240,114,43,94,0.457,11,27,0.407,17,24,0.708,S
MEM,2023-12-06,W,240,116,47,91,0.516,11,26,0.423,11,14,0.786,S
DEN,2023-12-06,L,240,102,41,98,0.418,12,31,0.387,8,9,0.889,S
CLE,2023-12-06,W,241,121,46,86,0.535,14,34,0.412,15,20,0.75,S
HOU,2023-12-06,W,239,110,40,83,0.482,15,33,0.455,15,22,0.682,S
SAS,2023-12-06,L,239,94,38,101,0.376,8,36,0.222,10,15,0.667,N
LAC,2023-12-06,W,241,111,40,87,0.46,12,27,0.444,19,25,0.76,S
TOR,2023-12-06,L,240,103,37,86,0.43,14,37,0.378,15,17,0.882,S
ORL,2023-12-06,L,240,111,41,84,0.488,2,23,0.087,27,37,0.73,S
WAS,2023-12-06,L,241,126,52,92,0.565,14,35,0.4,8,8,1.0,S
MIL,2023-12-05,W,239,146,55,91,0.604,23,38,0.605,13,19,0.684,S
PHX,2023-12-05,L,241,103,37,75,0.493,12,25,0.48,17,21,0.81,S
NYK,2023-12-05,L,238,122,43,87,0.494,7,23,0.304,29,33,0.879,S
LAL,2023-12-05,W,240,106,38,102,0.373,9,30,0.3,21,25,0.84,S
IND,2023-12-04,W,240,122,43,94,0.457,19,40,0.475,17,21,0.81,S
BOS,2023-12-04,L,239,112,46,97,0.474,12,41,0.293,8,12,0.667,S
SAC,2023-12-04,L,239,117,38,85,0.447,14,41,0.341,27,33,0.818,S
NOP,2023-12-04,W,240,127,47,87,0.54,14,31,0.452,19,23,0.826,S
CLE,2023-12-02,W,240,110,44,89,0.494,10,30,0.333,12,18,0.667,S
PHX,2023-12-02,W,240,116,36,83,0.434,9,26,0.346,35,43,0.814,S
LAC,2023-12-02,W,241,113,44,90,0.489,13,39,0.333,12,14,0.857,S
DET,2023-12-02,L,239,101,39,83,0.47,8,30,0.267,15,23,0.652,S
LAL,2023-12-02,W,239,107,40,89,0.449,8,27,0.296,19,27,0.704,S
ATL,2023-12-02,L,239,121,45,101,0.446,15,38,0.395,16,21,0.762,S
HOU,2023-12-02,L,240,97,36,89,0.404,11,31,0.355,14,18,0.778,N
GSW,2023-12-02,L,241,112,38,86,0.442,17,43,0.395,19,24,0.792,S
UTA,2023-12-02,W,265,118,46,94,0.489,7,34,0.206,19,24,0.792,S
DEN,2023-12-02,L,240,117,49,99,0.495,6,25,0.24,13,20,0.65,S
CHI,2023-12-02,W,241,124,48,88,0.545,17,40,0.425,11,15,0.733,S
SAC,2023-12-02,W,239,123,48,99,0.485,16,34,0.471,11,15,0.733,S
NOP,2023-12-02,L,242,118,41,82,0.5,8,25,0.32,28,35,0.8,S
BKN,2023-12-02,W,240,129,46,91,0.505,14,34,0.412,23,31,0.742,S
POR,2023-12-02,L,265,113,38,95,0.4,13,40,0.325,24,27,0.889,S
IND,2023-12-02,W,239,144,56,85,0.659,16,32,0.5,16,20,0.8,S
ORL,2023-12-02,L,238,101,35,88,0.398,9,29,0.31,22,27,0.815,S
MIN,2023-12-02,W,241,123,43,84,0.512,11,31,0.355,26,30,0.867,S
MIA,2023-12-02,L,240,129,48,89,0.539,12,25,0.48,21,24,0.875,S
MIL,2023-12-02,W,240,132,53,89,0.596,14,33,0.424,12,15,0.8,S
OKC,2023-12-02,W,241,126,44,100,0.44,20,44,0.455,18,22,0.818,S
DAL,2023-12-02,L,241,120,39,87,0.448,19,52,0.365,23,35,0.657,S
MEM,2023-12-02,L,239,109,39,86,0.453,9,31,0.29,22,24,0.917,S
CHA,2023-12-02,L,239,117,44,91,0.484,12,25,0.48,17,19,0.895,S
DAL,2023-12-01,L,240,94,34,92,0.37,12,39,0.308,14,21,0.667,N
MEM,2023-12-01,W,240,108,44,90,0.489,11,34,0.324,9,11,0.818,S
NOP,2023-12-01,W,241,121,42,85,0.494,10,31,0.323,27,29,0.931,S
WAS,2023-12-01,L,240,125,45,89,0.506,13,28,0.464,22,31,0.71,S
PHX,2023-12-01,L,240,111,39,84,0.464,9,27,0.333,24,26,0.923,S
DEN,2023-12-01,W,239,119,50,88,0.568,12,32,0.375,7,12,0.583,S
TOR,2023-12-01,L,240,106,44,100,0.44,6,32,0.188,12,17,0.706,S
BOS,2023-12-01,W,239,125,39,77,0.506,16,33,0.485,31,36,0.861,S
SAS,2023-12-01,L,240,106,38,83,0.458,16,39,0.41,14,17,0.824,S
NYK,2023-12-01,W,240,119,45,90,0.5,16,36,0.444,13,16,0.813,S
ORL,2023-12-01,W,240,130,46,89,0.517,12,31,0.387,26,33,0.788,S
PHI,2023-12-01,L,241,119,43,94,0.457,16,35,0.457,17,23,0.739,S
DET,2023-11-30,L,240,112,43,81,0.531,15,35,0.429,11,17,0.647,S
MIL,2023-11-30,L,266,113,44,98,0.449,16,48,0.333,9,13,0.692,S
MIA,2023-11-30,W,239,142,48,86,0.558,8,21,0.381,38,45,0.844,S
CHI,2023-11-30,W,265,120,45,98,0.459,13,37,0.351,17,22,0.773,S
IND,2023-11-30,L,240,132,50,98,0.51,11,43,0.256,21,32,0.656,S
LAL,2023-11-30,L,240,110,36,81,0.444,11,33,0.333,27,32,0.844,S
SAS,2023-11-30,L,239,135,48,89,0.539,18,41,0.439,21,23,0.913,S
GSW,2023-11-30,W,240,120,41,82,0.5,15,39,0.385,23,31,0.742,S
OKC,2023-11-30,W,240,133,50,94,0.532,14,42,0.333,19,22,0.864,S
CLE,2023-11-30,L,241,95,38,89,0.427,7,32,0.219,12,12,1.0,N
MIN,2023-11-30,W,239,101,39,89,0.438,13,35,0.371,10,13,0.769,S
ATL,2023-11-30,W,241,137,49,96,0.51,14,33,0.424,25,29,0.862,S
CHA,2023-11-30,W,240,129,46,91,0.505,21,36,0.583,16,16,1.0,S
LAC,2023-11-30,L,241,114,42,95,0.442,12,32,0.375,18,24,0.75,S
BKN,2023-11-30,L,239,128,52,105,0.495,14,36,0.389,10,15,0.667,S
NYK,2023-11-30,W,240,118,41,88,0.466,16,41,0.39,20,28,0.714,S
POR,2023-11-30,W,240,103,39,77,0.506,14,35,0.4,11,11,1.0,S
UTA,2023-11-30,L,240,90,33,87,0.379,11,34,0.324,13,14,0.929,N
ORL,2023-11-29,W,241,139,51,84,0.607,17,27,0.63,20,24,0.833,S
NOP,2023-11-29,W,240,124,42,78,0.538,10,30,0.333,30,34,0.882,S
MEM,2023-11-29,W,241,105,43,87,0.494,13,39,0.333,6,8,0.75,S
LAC,2023-11-29,W,239,131,50,93,0.538,14,28,0.5,17,22,0.773,S
DEN,2023-11-29,W,240,134,48,95,0.505,19,43,0.442,19,26,0.731,S
PHI,2023-11-29,L,239,114,42,81,0.519,14,34,0.412,16,18,0.889,S
WAS,2023-11-29,L,241,120,41,87,0.471,11,29,0.379,27,35,0.771,S
UTA,2023-11-29,L,239,91,34,90,0.378,16,39,0.41,7,12,0.583,N
